url,scraped_at_utc,status_code,final_url,title,meta_description,canonical,table_count,csv_links_count,csv_links,error
https://www.gov.br/saude/pt-br/acesso-a-informacao/sic/dados-em-transparencia-ativa,2026-03-26T14:12:49.931161+00:00,200,https://www.gov.br/saude/pt-br/acesso-a-informacao/sic/dados-em-transparencia-ativa,Dados em Transparência Ativa — Ministério da Saúde,,https://www.gov.br/saude/pt-br/acesso-a-informacao/sic/dados-em-transparencia-ativa,0,0,,
https://dadosabertos.saude.gov.br/,2026-03-26T14:12:53.631954+00:00,200,https://dadosabertos.saude.gov.br/,Portal de Dados Abertos do SUS,Portal de Dados Abertos do SUS,,0,0,,
https://info.saude.df.gov.br/,2026-03-26T14:12:55.166219+00:00,200,https://info.saude.df.gov.br/,Portal Infosaúde,Bem-vindo(a) ao Portal Infosaúde. Esse é um espaço virtual criado para disponibilizar dados e informações sobre a situação da saúde no DF.,https://info.saude.df.gov.br/,0,0,,
https://datasus.saude.gov.br/informacoes-de-saude-tabnet/,2026-03-26T14:13:08.098938+00:00,200,https://datasus.saude.gov.br/informacoes-de-saude-tabnet/,Informações de Saúde (TABNET) – DATASUS,,https://datasus.saude.gov.br/informacoes-de-saude-tabnet/,0,0,,
