dataset_name,dataset_title,dataset_url,relevance,notes,organization,num_resources,metadata_created,metadata_modified
mgdi-agora-tem-especialistas-componente-cirurgias,[MGDI] Agora tem Especialistas – Componente Cirurgias,https://dadosabertos.saude.gov.br/dataset/mgdi-agora-tem-especialistas-componente-cirurgias,high,"A partir de 2025, o Programa Nacional de Redução das Filas (PNRF) foi incorporado ao Agora tem Especialistas, com foco na gestão do tempo de espera, financiamento estável e qualificação da atenção especializada. Dessa maneira, o Ministério da Saúde seguirá ampliando o acesso às cirurgias eletivas em todo o país.",Ministério da Saúde,9,2025-11-25T14:57:41.067106,2026-01-07T13:56:45.320354
